user_id,age,sex,last_month_salary,number_dependents
7242,56,M,4333,1
7243,64,M,,0
7244,32,F,,0
7245,49,M,6250,0
7246,56,F,8004,0
7247,77,M,,0
7248,47,M,3528,2
7249,32,M,10833,2
7250,39,F,0,0
7251,34,M,2311,0
7252,22,M,1760,0
7253,41,F,4000,1
7254,38,M,5500,0
7255,28,M,3120,3
7256,59,F,2960,0
7257,60,M,,0
7258,62,F,,0
7259,64,F,,0
7260,35,M,3428,0
7261,64,F,2159,0
7262,56,M,,0
7263,36,M,3132,0
7264,38,F,6100,0
7265,47,M,7100,2
7266,51,F,6583,0
7267,57,M,2400,0
7268,44,M,16406,1
7269,43,M,,1
7270,34,F,4248,0
7271,76,M,2388,0
7272,62,M,8160,0
7273,62,F,,0
7274,75,M,0,0
7275,78,M,,
7276,66,F,14850,0
7277,43,M,8800,0
7278,67,F,4166,0
7279,89,F,3333,0
7280,48,M,18000,1
7281,63,F,,0
7282,57,M,5210,3
7283,52,M,,0
7284,42,F,18366,3
7285,50,M,9643,2
7286,50,F,,0
7287,58,M,3966,2
7288,31,M,4775,0
7289,47,M,3051,0
7290,33,F,6363,3
7291,71,M,,0
7292,58,M,5800,0
7293,53,F,2423,1
7294,48,M,,2
7295,75,M,7000,0
7296,45,F,1675,2
7297,34,M,,0
7298,49,F,,1
7299,42,F,3125,1
7300,72,M,2200,1
7301,27,F,3400,0
7302,25,M,2400,0
7303,48,M,4861,1
7304,62,F,,
7305,53,M,9700,1
7306,50,F,5175,0
7307,71,M,,0
7308,48,M,15500,2
7309,55,M,,1
7310,24,F,1480,0
7311,29,M,5000,0
7312,42,M,,0
7313,51,F,8600,3
7314,50,M,5666,3
7315,57,M,1000,0
7316,55,F,3800,1
7317,59,M,4392,1
7318,59,F,,0
7319,48,F,1400,0
7320,67,M,,0
7321,51,F,6499,0
7322,69,M,7958,1
7323,54,M,,1
7324,24,F,,0
7325,44,M,8668,2
7326,35,F,8000,5
7327,52,M,8333,0
7328,23,M,,0
7329,47,M,7863,2
7330,38,F,9100,2
7331,51,M,12050,1
7332,74,M,3000,0
7333,52,F,4000,1
7334,23,M,0,0
7335,34,M,9200,0
7336,63,F,1400,0
7337,63,M,9213,2
7338,62,F,6630,0
7339,62,F,,0
7340,63,M,,
7341,43,F,4800,3
7342,29,M,7081,0
7343,57,M,,0
7344,51,F,5234,1
7345,40,M,6000,4
7346,28,F,4475,1
7347,66,M,5345,3
7348,48,M,2500,0
7349,34,M,4632,0
7350,39,F,11041,2
7351,65,M,9145,0
7352,36,M,,0
7353,66,F,,0
7354,32,M,3683,0
7355,48,M,2666,0
7356,40,F,8667,2
7357,31,M,,0
7358,57,F,9563,0
7359,71,F,5708,0
7360,42,M,3700,0
7361,57,F,11773,0
7362,41,M,3293,2
7363,43,M,17118,1
7364,63,F,5291,0
7365,46,M,,
7366,57,F,9472,1
7367,28,M,5200,0
7368,69,M,1590,0
7369,30,M,22000,0
7370,69,F,17083,0
7371,39,M,9993,3
7372,45,M,3583,2
7373,66,F,8660,1
7374,48,M,8500,0
7375,43,M,4000,0
7376,66,F,7185,2
7377,46,M,5400,0
7378,58,F,5300,1
7379,37,F,7800,0
7380,43,M,7680,4
7381,49,F,8532,2
7382,26,M,4500,3
7383,46,M,2161,0
7384,50,F,1698,0
7385,59,M,10333,3
7386,50,F,,
7387,66,M,,
7388,58,M,14269,0
7389,66,M,5607,0
7390,44,F,3800,2
7391,76,M,10500,0
7392,43,M,,0
7393,59,F,5300,0
7394,47,M,6565,0
7395,69,M,15000,0
7396,43,F,4000,1
7397,37,M,6900,0
7398,50,F,,0
7399,48,F,10050,3
7400,37,M,,1
7401,66,F,4507,0
7402,62,M,7178,4
7403,47,M,11749,2
7404,55,F,,0
7405,88,M,,
7406,42,F,5500,1
7407,52,M,,0
7408,50,M,,3
7409,53,M,,2
7410,41,F,4580,0
7411,80,M,11416,0
7412,82,M,7000,0
7413,46,F,9367,3
7414,71,M,,0
7415,51,M,10541,3
7416,78,F,,0
7417,41,M,,0
7418,45,F,3725,0
7419,56,F,11600,0
7420,42,M,7500,4
7421,57,F,6750,0
7422,80,M,1,0
7423,70,M,3020,0
7424,71,F,23000,1
7425,43,M,10833,3
7426,36,F,12000,0
7427,54,M,,0
7428,28,M,5461,1
7429,64,M,7008,0
7430,65,F,9662,0
7431,38,M,,3
7432,57,M,4850,0
7433,64,F,5500,0
7434,59,M,4656,0
7435,25,M,900,0
7436,65,F,7816,0
7437,41,M,6895,0
7438,45,F,7125,3
7439,45,F,12833,2
7440,67,M,7082,0
7441,49,F,5000,0
7442,61,M,6416,0
7443,45,M,5000,0
7444,38,F,4550,0
7445,60,M,4550,3
7446,46,F,10500,0
7447,48,M,9500,1
7448,59,M,7480,1
7449,62,M,5698,0
7450,74,F,9445,0
7451,40,M,0,4
7452,57,M,,0
7453,35,F,2666,0
7454,45,M,6750,1
7455,48,M,11500,0
7456,87,F,,1
7457,22,M,0,0
7458,59,F,3515,1
7459,48,F,,0
7460,41,M,9666,2
7461,30,F,3450,1
7462,39,M,6000,2
7463,41,M,4100,0
7464,52,F,5600,2
7465,32,M,7196,4
7466,68,F,5400,0
7467,64,M,,0
7468,58,M,21499,2
7469,35,M,,3
7470,47,F,1400,2
7471,49,M,7966,1
7472,49,M,8416,0
7473,36,F,5000,1
7474,54,M,,0
7475,78,M,3695,0
7476,50,F,6250,0
7477,78,M,,0
7478,42,F,65001,2
7479,68,F,6294,0
7480,61,M,,0
7481,66,F,3510,0
7482,72,M,,0
7483,33,M,1000,0
7484,27,F,4500,0
7485,70,M,5000,1
7486,23,F,1923,0
7487,49,M,5245,2
7488,41,M,4671,0
7489,40,M,6000,2
7490,36,F,7000,1
7491,39,M,1474,0
7492,65,M,0,0
7493,47,F,2300,0
7494,70,M,450,0
7495,57,M,7000,3
7496,51,F,,2
7497,63,M,,0
7498,55,F,,4
7499,47,F,3334,2
7500,41,M,9167,0
7501,57,F,2700,2
7502,70,M,,0
7503,45,M,7750,1
7504,43,F,5300,1
7505,33,M,4500,1
7506,34,F,4216,0
7507,28,M,3141,2
7508,43,M,4736,3
7509,63,M,7400,0
7510,57,F,,0
7511,44,M,3834,2
7512,64,M,12917,1
7513,63,F,6500,1
7514,69,M,6797,0
7515,62,M,,0
7516,67,F,3450,0
7517,55,M,15664,0
7518,42,F,5595,2
7519,35,F,9976,1
7520,45,M,4200,1
7521,52,F,3850,1
7522,91,M,4200,0
7523,73,M,3667,0
7524,43,F,,0
7525,52,M,7916,1
7526,44,F,3676,5
7527,31,M,4000,4
7528,51,M,6407,2
7529,49,M,4500,2
7530,53,F,9716,4
7531,66,M,,0
7532,55,M,7654,0
7533,50,F,11950,1
7534,38,M,4987,3
7535,46,M,2500,0
7536,88,F,,0
7537,45,M,3000,1
7538,46,F,,0
7539,73,F,10950,0
7540,23,M,3229,0
7541,49,F,3058,1
7542,26,M,2200,1
7543,65,M,5500,0
7544,54,F,6400,0
7545,68,M,,0
7546,51,F,8566,1
7547,48,M,7845,0
7548,53,M,11430,0
7549,54,M,,0
7550,56,F,2134,0
7551,45,M,7166,0
7552,88,M,5420,0
7553,53,F,0,3
7554,35,M,7358,2
7555,58,M,,0
7556,64,F,6250,0
7557,48,M,,0
7558,29,F,,0
7559,54,F,7250,1
7560,25,M,2600,0
7561,42,F,10383,0
7562,54,M,5000,0
7563,53,M,8750,2
7564,39,F,1600,0
7565,43,M,4800,0
7566,62,F,1966,0
7567,68,M,9833,0
7568,76,M,,0
7569,57,M,7271,1
7570,79,F,4380,1
7571,43,M,5992,0
7572,59,M,2000,0
7573,56,F,5416,1
7574,48,M,4186,1
7575,46,M,2537,1
7576,39,F,11116,1
7577,49,M,3024,0
7578,29,F,2000,0
7579,48,F,12500,0
7580,57,M,8240,2
7581,71,F,12000,0
7582,61,M,11158,0
7583,68,M,9792,1
7584,76,F,,0
7585,80,M,6500,0
7586,48,F,5131,3
7587,68,M,,2
7588,25,M,820,0
7589,72,M,5503,0
7590,62,F,,0
7591,78,M,1100,0
7592,61,M,4165,2
7593,74,F,5300,0
7594,36,M,,0
7595,73,M,5166,0
7596,78,F,8000,1
7597,32,M,3164,0
7598,28,F,1224,0
7599,48,F,8500,0
7600,27,M,1800,1
7601,46,F,,0
7602,52,M,,3
7603,51,M,25000,3
7604,52,F,9114,2
7605,77,M,,0
7606,57,F,,0
7607,47,M,11450,1
7608,34,M,,2
7609,38,M,6583,2
7610,49,F,0,3
7611,67,M,,0
7612,44,M,5261,3
7613,56,F,7500,0
7614,55,M,7829,0
7615,51,M,,4
7616,25,F,500,0
7617,44,M,,0
7618,67,F,,0
7619,66,F,3440,1
7620,57,M,6000,0
7621,50,F,4400,2
7622,34,M,2800,4
7623,49,M,12990,5
7624,42,F,3700,2
7625,56,M,4850,0
7626,42,F,6064,1
7627,30,M,3000,0
7628,22,M,0,0
7629,62,M,1,0
7630,74,F,4700,0
7631,65,M,4000,0
7632,75,M,8500,0
7633,47,F,4500,2
7634,53,M,,
7635,50,M,6791,4
7636,46,F,,
7637,50,M,5400,2
7638,33,F,3211,0
7639,57,F,7108,0
7640,33,M,6822,1
7641,33,F,,
7642,59,M,,0
7643,25,M,4000,0
7644,60,F,4810,1
7645,50,M,16083,2
7646,58,F,5000,0
7647,44,M,11000,3
7648,61,M,6533,0
7649,41,M,,0
7650,41,F,,0
7651,42,M,,3
7652,32,M,4512,2
7653,59,F,13983,1
7654,48,M,1,3
7655,59,M,,3
7656,52,F,4500,0
7657,40,M,3539,0
7658,46,F,7000,2
7659,57,F,7000,0
7660,60,M,4998,1
7661,22,F,2000,0
7662,63,M,,0
7663,35,M,14300,1
7664,68,F,5166,1
7665,68,M,,0
7666,32,F,3200,2
7667,45,M,,0
7668,63,M,2000,0
7669,49,M,5350,3
7670,51,F,,0
7671,77,M,3800,1
7672,52,M,10416,0
7673,58,F,6600,0
7674,86,M,3500,0
7675,82,M,,
7676,36,F,7210,0
7677,37,M,4000,2
7678,34,F,3000,2
7679,38,F,,0
7680,29,M,2200,0
7681,70,F,8000,0
7682,68,M,3333,0
7683,72,M,10177,0
7684,54,F,13329,0
7685,47,M,10500,0
7686,32,F,1800,2
7687,47,M,5000,2
7688,24,M,820,0
7689,48,M,4200,0
7690,45,F,4200,1
7691,67,M,7834,1
7692,55,M,9582,1
7693,40,F,8136,3
7694,45,M,,0
7695,45,M,8045,0
7696,65,F,,0
7697,74,M,6666,1
7698,59,F,4640,1
7699,24,F,1687,0
7700,22,M,1700,0
7701,47,F,5000,1
7702,60,M,,0
7703,34,M,1280,3
7704,30,F,28000,2
7705,42,M,5072,0
7706,63,F,,0
7707,64,M,11300,0
7708,47,M,8600,3
7709,33,M,1200,2
7710,26,F,2400,1
7711,79,M,2541,0
7712,45,M,5833,0
7713,52,F,23916,4
7714,63,M,3557,0
7715,50,M,14201,2
7716,46,F,0,3
7717,46,M,5100,2
7718,44,F,2000,5
7719,41,F,2500,0
7720,67,M,,0
7721,57,F,4500,2
7722,69,M,6500,0
7723,44,M,,2
7724,71,F,4769,0
7725,72,M,6800,0
7726,44,F,4166,3
7727,53,M,6250,3
7728,74,M,10833,0
7729,56,M,5010,0
7730,53,F,5500,4
7731,59,M,1000,0
7732,37,M,,0
7733,42,F,5389,0
7734,47,M,3056,3
7735,61,M,,0
7736,66,F,5185,0
7737,35,M,1664,0
7738,64,F,57200,0
7739,56,F,1,0
7740,73,M,4416,0
7741,39,F,6800,1
7742,38,M,2736,0
7743,56,M,1841,0
7744,67,F,3800,1
7745,43,M,3866,1
7746,58,F,4375,0
7747,35,M,3125,0
7748,30,M,1200,0
7749,41,M,5000,0
7750,52,F,10415,0
7751,56,M,7295,0
7752,34,M,2300,2
7753,41,F,5660,2
7754,63,M,8466,0
7755,28,M,2255,0
7756,54,F,4333,1
7757,54,M,7289,0
7758,48,F,5582,2
7759,32,F,2500,0
7760,60,M,9342,1
7761,73,F,3300,0
7762,63,M,0,0
7763,53,M,4950,1
7764,63,F,4166,0
7765,38,M,2000,0
7766,67,F,,0
7767,31,M,0,0
7768,63,M,4791,0
7769,53,M,3200,0
7770,30,F,1,0
7771,64,M,1,0
7772,77,M,,1
7773,79,F,7900,0
7774,29,M,,1
7775,58,M,39887,3
7776,67,F,1500,0
7777,37,M,7360,5
7778,49,F,9440,4
7779,22,F,100,0
7780,39,M,11320,2
7781,41,F,2900,0
7782,46,M,12100,2
7783,33,M,4977,1
7784,36,F,3301,1
7785,25,M,2700,0
7786,59,F,,0
7787,58,M,,0
7788,82,M,4500,0
7789,77,M,4350,0
7790,56,F,8951,1
7791,49,M,3100,1
7792,55,M,10100,0
7793,51,F,2534,2
7794,67,M,20083,1
7795,88,M,,0
7796,77,F,3700,0
7797,67,M,8300,0
7798,44,F,4888,3
7799,41,F,2000,2
7800,35,M,6000,1
7801,49,F,9900,0
7802,54,M,4250,3
7803,62,M,10000,0
7804,53,F,6525,3
7805,54,M,4020,1
7806,70,F,,
7807,52,M,2583,0
7808,54,M,0,0
7809,63,M,7085,0
7810,33,F,4000,0
7811,54,M,8000,0
7812,63,M,4490,0
7813,44,F,6756,0
7814,54,M,6774,0
7815,52,M,,0
7816,49,F,2600,1
7817,53,M,9500,0
7818,63,F,5345,1
7819,70,F,,0
7820,35,M,5166,3
7821,60,F,,
7822,61,M,5156,0
7823,52,M,,0
7824,77,F,,0
7825,22,M,820,0
7826,54,F,,1
7827,24,M,3200,0
7828,43,M,5000,0
7829,60,M,,0
7830,58,F,11250,2
7831,29,M,,0
7832,49,M,5450,3
7833,67,F,5000,0
7834,48,M,2852,0
7835,37,M,2250,0
7836,61,F,9877,0
7837,51,M,9666,0
7838,56,F,11900,0
7839,59,F,,2
7840,39,M,13750,3
7841,67,F,,0
7842,38,M,7000,0
7843,78,M,4583,0
7844,47,F,4467,1
7845,53,M,5750,0
7846,61,F,5285,0
7847,33,M,2667,1
7848,55,M,1473,0
7849,58,M,11000,0
7850,61,F,,0
7851,42,M,2900,1
7852,72,M,2725,0
7853,67,F,,0
7854,36,M,7100,0
7855,34,M,5000,2
7856,67,F,3600,0
7857,58,M,,0
7858,69,F,7302,0
7859,36,F,5500,1
7860,67,M,7610,1
7861,43,F,,0
7862,26,M,5721,0
7863,57,M,3400,0
7864,76,F,,
7865,42,M,5436,4
7866,45,F,,2
7867,60,M,7100,1
7868,57,M,5157,1
7869,71,M,,0
7870,62,F,5300,0
7871,45,M,8500,5
7872,72,M,4200,0
7873,51,F,8000,2
7874,28,M,,0
7875,52,M,1781,0
7876,69,F,5700,1
7877,43,M,9500,3
7878,34,F,4625,0
7879,62,F,8852,1
7880,50,M,,0
7881,66,F,0,0
7882,55,M,6205,0
7883,48,M,,
7884,36,F,2166,2
7885,60,M,,0
7886,52,F,11360,0
7887,78,M,7304,1
7888,52,M,3789,0
7889,24,M,864,0
7890,63,F,,1
7891,64,M,,0
7892,44,M,6100,0
7893,63,F,13770,2
7894,54,M,4083,1
7895,69,M,0,1
7896,34,F,5833,0
7897,46,M,1500,0
7898,47,F,,0
7899,42,F,5350,2
7900,69,M,6200,1
7901,76,F,3583,0
7902,63,M,2610,1
7903,43,M,16000,4
7904,48,F,3761,1
7905,60,M,,0
7906,24,F,1600,0
7907,47,M,2916,1
7908,48,M,1500,0
7909,52,M,6150,2
7910,73,F,9250,0
7911,74,M,,0
7912,37,M,14970,1
7913,58,F,,0
7914,32,M,3000,2
7915,48,M,8000,3
7916,34,F,,
7917,87,M,,0
7918,65,F,20700,0
7919,73,F,1832,1
7920,61,M,6423,3
7921,72,F,,
7922,47,M,5000,6
7923,53,M,4185,1
7924,57,F,16500,2
7925,25,M,820,0
7926,42,F,7500,1
7927,59,M,10800,1
7928,64,M,3616,0
7929,70,M,,0
7930,30,F,6500,0
7931,51,M,6395,1
7932,39,M,6000,1
7933,35,F,7000,1
7934,45,M,6254,2
7935,43,M,7144,3
7936,71,F,4981,0
7937,43,M,9000,3
7938,69,F,,0
7939,60,F,6300,0
7940,48,M,9650,3
7941,61,F,6400,1
7942,68,M,,0
7943,49,M,2916,3
7944,44,F,8333,2
7945,39,M,8220,3
7946,67,F,4800,0
7947,52,M,3827,0
7948,34,M,5299,1
7949,58,M,11593,1
7950,63,F,16000,1
7951,46,M,26500,1
7952,46,M,3954,3
7953,46,F,3200,1
7954,34,M,4671,1
7955,68,M,4500,0
7956,44,F,5700,2
7957,69,M,1500,0
7958,55,F,6750,2
7959,48,F,9405,2
7960,61,M,5700,1
7961,33,F,8678,0
7962,92,M,1100,0
7963,67,M,10500,0
7964,27,F,,3
7965,71,M,15800,1
7966,73,F,,0
7967,51,M,32670,0
7968,55,M,2963,1
7969,41,M,3000,2
7970,25,F,3333,0
7971,58,M,3908,0
7972,46,M,7500,4
7973,58,F,8000,0
7974,35,M,,
7975,36,M,3500,0
7976,27,F,5000,0
7977,66,M,8000,1
7978,38,F,8000,0
7979,83,F,6800,0
7980,50,M,,0
7981,74,F,,0
7982,76,M,9500,0
7983,62,M,6431,1
7984,44,F,7083,3
7985,45,M,3500,1
7986,42,F,7000,0
7987,34,M,2530,2
7988,28,M,3440,0
7989,63,M,12916,0
7990,36,F,5000,0
7991,47,M,12550,0
7992,28,M,4080,0
7993,70,F,,0
7994,63,M,,0
7995,34,M,2802,2
7996,57,F,11250,0
7997,73,M,,0
7998,64,F,6442,0
7999,51,F,885,0
8000,64,M,11666,0
8001,26,F,3500,0
8002,42,M,5000,0
8003,72,M,,0
8004,45,F,6000,0
8005,31,M,833,0
8006,85,F,1653,0
8007,69,M,3368,0
8008,39,M,5300,2
8009,33,M,1800,0
8010,33,F,6500,1
8011,63,M,,1
8012,58,M,6574,0
8013,47,F,5416,3
8014,63,M,11666,1
8015,36,M,10000,2
8016,48,F,,1
8017,31,M,3000,0
8018,30,F,5250,0
8019,61,F,9583,0
8020,68,M,7304,0
8021,37,F,9833,2
8022,75,M,6000,0
8023,45,M,249,0
8024,39,F,7368,0
8025,46,M,5500,4
8026,41,F,3800,2
8027,36,M,4500,3
8028,56,M,650,3
8029,70,M,7000,0
8030,53,F,,0
8031,39,M,3876,1
8032,79,M,,0
8033,44,F,2000,1
8034,41,M,4266,0
8035,72,M,,0
8036,57,F,13551,1
8037,58,M,10500,0
8038,52,F,,0
8039,38,F,5200,0
8040,56,M,7001,0
8041,48,F,4750,1
8042,39,M,12000,1
8043,57,M,7048,0
8044,47,F,2800,1
8045,32,M,5036,0
8046,58,F,,0
8047,62,M,7000,0
8048,49,M,2800,2
8049,34,M,,2
8050,37,F,5000,3
8051,49,M,2958,0
8052,36,M,,0
8053,48,F,4800,4
8054,35,M,4100,3
8055,74,M,2586,1
8056,48,F,13000,1
8057,52,M,0,0
8058,32,F,1720,2
8059,31,F,6787,0
8060,76,M,,0
8061,51,F,2200,2
8062,79,M,10500,0
8063,55,M,11250,1
8064,46,F,,2
8065,39,M,3615,2
8066,36,F,6187,2
8067,50,M,,0
8068,72,M,4578,0
8069,55,M,18175,0
8070,67,F,,0
8071,47,M,4600,2
8072,40,M,3520,0
8073,74,F,8158,0
8074,43,M,6666,0
8075,62,M,14200,1
8076,68,F,,0
8077,48,M,14220,2
8078,29,F,5999,0
8079,58,F,14013,0
8080,46,M,5334,0
8081,56,F,4506,3
8082,46,M,,0
8083,65,M,6000,1
8084,52,F,1100,0
8085,66,M,4525,0
8086,44,F,6250,0
8087,44,M,2000,0
8088,49,M,11000,3
8089,49,M,5278,0
8090,27,F,800,0
8091,50,M,4583,2
8092,69,M,3806,0
8093,68,F,3100,1
8094,28,M,2583,1
8095,65,M,3400,0
8096,41,F,,2
8097,47,M,6485,0
8098,43,F,8333,0
8099,48,F,1600,0
8100,77,M,6159,0
8101,50,F,7750,2
8102,66,M,5000,0
8103,64,M,5650,0
8104,36,F,6000,2
8105,50,M,,0
8106,48,F,,
8107,48,M,10000,0
8108,28,M,4000,1
8109,53,M,5100,2
8110,65,F,15416,2
8111,59,M,8083,1
8112,56,M,7362,0
8113,71,F,,0
8114,62,M,6000,0
8115,46,M,12000,0
8116,42,F,6052,2
8117,63,M,6000,0
8118,26,F,2100,0
8119,66,F,2690,2
8120,61,M,5750,0
8121,50,F,8200,0
8122,51,M,9500,3
8123,60,M,6500,0
8124,54,F,9749,0
8125,60,M,21583,1
8126,57,F,,0
8127,88,M,3379,0
8128,43,M,3100,1
8129,77,M,,0
8130,30,F,5758,0
8131,47,M,7250,1
8132,55,M,,3
8133,43,F,8700,0
8134,45,M,7800,0
8135,66,M,3958,0
8136,88,F,5104,0
8137,32,M,4335,2
8138,67,F,,0
8139,29,F,7330,0
8140,68,M,10500,0
8141,60,F,10500,0
8142,72,M,4142,0
8143,31,M,2500,0
8144,41,F,5000,1
8145,41,M,5300,3
8146,43,F,8000,2
8147,58,M,10800,0
8148,60,M,10000,0
8149,57,M,14333,2
8150,47,F,,0
8151,47,M,5150,2
8152,76,M,2085,0
8153,50,F,7916,0
8154,40,M,6000,3
8155,59,M,8637,3
8156,49,F,7250,0
8157,44,M,5500,0
8158,43,F,,1
8159,64,F,,0
8160,70,M,,0
8161,34,F,2875,2
8162,44,M,6458,1
8163,48,M,8200,0
8164,58,F,5416,0
8165,48,M,6692,2
8166,33,F,3300,2
8167,43,M,2400,2
8168,42,M,5632,3
8169,56,M,4136,0
8170,37,F,2040,0
8171,45,M,6250,0
8172,57,M,6000,0
8173,55,F,6000,0
8174,80,M,,
8175,72,M,,0
8176,36,F,7300,1
8177,42,M,,0
8178,59,F,,0
8179,59,F,7370,0
8180,93,M,,0
8181,47,F,5600,0
8182,55,M,7684,1
8183,61,M,10500,0
8184,40,F,8100,2
8185,32,M,2952,3
8186,48,F,1473,0
8187,30,M,1250,0
8188,40,M,1920,1
8189,60,M,6776,0
8190,48,F,14000,2
8191,73,M,6000,0
8192,57,M,2500,0
8193,45,F,5600,2
8194,60,M,6057,0
8195,49,M,2250,1
8196,88,F,,0
8197,60,M,,0
8198,30,F,3262,0
8199,82,F,4175,0
8200,63,M,12260,0
8201,48,F,,1
8202,51,M,,
8203,50,M,2400,0
8204,36,F,6000,3
8205,60,M,9600,0
8206,64,F,8400,1
8207,37,M,2741,0
8208,67,M,,0
8209,90,M,9750,0
8210,59,F,,0
8211,70,M,,0
8212,36,M,2500,0
8213,61,F,,0
8214,30,M,,0
8215,40,M,7144,0
8216,37,F,4500,1
8217,44,M,11866,3
8218,66,F,6666,0
8219,66,F,601,0
8220,66,M,,0
8221,70,F,,
8222,28,M,5800,2
8223,64,M,3400,1
8224,51,F,10074,0
8225,49,M,,1
8226,53,F,5416,1
8227,39,M,6407,0
8228,55,M,9166,2
8229,54,M,,0
8230,59,F,3532,1
8231,35,M,9583,0
8232,40,M,4626,4
8233,57,F,2315,0
8234,69,M,2500,0
8235,65,M,11667,2
8236,51,F,5574,1
8237,58,M,3000,2
8238,42,F,3840,2
8239,43,F,1830,2
8240,61,M,5600,0
8241,64,F,5920,0
8242,33,M,3500,0
8243,67,M,3323,0
8244,39,F,2800,0
8245,46,M,,1
8246,69,F,8333,0
8247,87,M,6740,0
8248,42,M,4583,1
8249,60,M,8500,0
8250,64,F,6860,0
8251,34,M,3543,2
8252,38,M,2100,0
8253,50,F,11159,2
8254,37,M,7666,2
8255,24,M,2032,0
8256,49,F,4900,0
8257,49,M,12500,0
8258,32,F,4653,3
8259,44,F,11333,0
8260,45,M,2934,0
8261,56,F,1900,2
8262,40,M,1100,1
8263,65,M,7500,0
8264,33,F,3583,1
8265,36,M,10000,0
8266,37,F,8750,1
8267,60,M,8800,0
8268,36,M,0,0
8269,59,M,10416,0
8270,62,F,11500,0
8271,45,M,8000,2
8272,54,M,7000,0
8273,58,F,,0
8274,34,M,5416,2
8275,59,M,4886,2
8276,40,F,4700,0
8277,46,M,9000,8
8278,31,F,0,1
8279,39,F,3238,1
8280,56,M,9000,0
8281,35,F,11666,1
8282,43,M,10029,3
8283,50,M,10837,0
8284,58,F,,0
8285,51,M,5500,3
8286,76,F,14731,1
8287,41,M,,0
8288,64,M,5500,2
8289,62,M,5400,0
8290,47,F,3900,0
8291,50,M,6102,0
8292,75,M,3498,1
8293,29,F,9500,2
8294,57,M,11916,3
8295,57,M,1600,0
8296,40,F,15000,2
8297,50,M,6000,0
8298,50,F,5000,1
8299,33,F,6746,1
8300,50,M,5900,1
8301,42,F,6000,0
8302,35,M,2400,0
8303,55,M,1700,0
8304,59,F,6917,0
8305,53,M,14978,1
8306,82,F,6514,0
8307,51,M,6000,0
8308,50,M,3750,0
8309,44,M,7000,1
8310,50,F,3100,2
8311,55,M,,0
8312,47,M,10466,0
8313,47,F,6500,1
8314,54,M,,0
8315,56,M,,0
8316,42,F,5416,3
8317,39,M,5190,2
8318,50,F,4612,0
8319,62,F,5000,0
8320,53,M,1,1
8321,83,F,4583,0
8322,46,M,2500,2
8323,35,M,4583,0
8324,53,F,,0
8325,57,M,,3
8326,71,F,6250,0
8327,47,M,11166,0
8328,74,M,4600,0
8329,89,M,4100,0
8330,47,F,15058,2
8331,48,M,2400,4
8332,50,M,11908,3
8333,77,F,,0
8334,39,M,4931,2
8335,95,M,,0
8336,68,F,1809,0
8337,48,M,15158,3
8338,80,F,,2
8339,45,F,3551,0
8340,43,M,3040,7
8341,55,F,4600,0
8342,48,M,18333,0
8343,55,M,6250,1
8344,51,F,4741,0
8345,45,M,7848,1
8346,44,F,25000,2
8347,72,M,,
8348,48,M,7740,2
8349,88,M,4000,0
8350,62,F,8000,0
8351,39,M,2166,1
8352,49,M,7183,0
8353,38,F,10700,0
8354,45,M,9166,1
8355,57,M,12183,0
8356,36,F,7428,2
8357,64,M,1844,0
8358,57,F,3350,3
8359,67,F,2666,0
8360,56,M,8365,0
8361,39,F,6500,0
8362,38,M,5000,0
8363,26,M,1000,0
8364,45,F,21200,3
8365,66,M,6583,0
8366,45,F,7083,0
8367,52,M,4252,0
8368,57,M,19000,0
8369,70,M,6251,0
8370,68,F,4112,1
8371,34,M,2260,0
8372,68,M,7166,0
8373,74,F,5557,0
8374,46,M,7650,3
8375,37,M,4900,1
8376,67,F,1600,0
8377,73,M,,0
8378,83,F,2409,0
8379,75,F,,
8380,49,M,,0
8381,31,F,,0
8382,40,M,9000,5
8383,50,M,11300,1
8384,55,F,6800,0
8385,61,M,,0
8386,40,F,200,2
8387,32,M,8415,0
8388,25,M,7250,0
8389,50,M,8400,0
8390,50,F,6027,1
8391,80,M,,0
8392,46,M,6183,0
8393,44,F,5200,3
8394,25,M,,
8395,68,M,13100,1
8396,75,F,,0
8397,45,M,6076,3
8398,33,F,7250,1
8399,40,F,9000,2
8400,52,M,,4
8401,71,F,,0
8402,77,M,15666,0
8403,54,M,,0
8404,36,F,4458,0
8405,55,M,4812,0
8406,60,F,5437,1
8407,40,M,6083,0
8408,38,M,3600,3
8409,34,M,2329,0
8410,36,F,3600,0
8411,28,M,,0
8412,73,M,1200,0
8413,51,F,4130,3
8414,75,M,,
8415,56,M,8206,1
8416,52,F,7500,1
8417,72,M,5300,1
8418,65,F,,0
8419,59,F,17000,1
8420,51,M,2891,0
8421,56,F,,0
8422,39,M,,0
8423,47,M,6213,3
8424,62,F,7700,1
8425,57,M,2297,3
8426,36,F,3500,3
8427,47,M,14000,2
8428,52,M,4666,0
8429,29,M,1000,0
8430,26,F,,0
8431,45,M,,0
8432,52,M,9650,2
8433,54,F,,
8434,42,M,,0
8435,68,M,5000,0
8436,62,F,11666,1
8437,45,M,2194,0
8438,55,F,33333,0
8439,39,F,10000,1
8440,49,M,7680,2
8441,46,F,3333,2
8442,66,M,5833,0
8443,70,M,10632,0
8444,54,F,7000,0
8445,26,M,,0
8446,59,F,6086,0
8447,58,M,,1
8448,63,M,,0
8449,53,M,7200,0
8450,56,F,2650,0
8451,70,M,5150,0
